situation_id,situation,rsq001,rsq002,rsq003,rsq004,rsq005,rsq006,rsq007,rsq008,rsq009,rsq010,rsq011,rsq012,rsq013,rsq014,rsq015,rsq016,rsq017,rsq018,rsq019,rsq020,rsq021,rsq022,rsq023,rsq024,rsq025,rsq026,rsq027,rsq028,rsq029,rsq030,rsq031,rsq032,rsq033,rsq034,rsq035,rsq036,rsq037,rsq038,rsq039,rsq040,rsq041,rsq042,rsq043,rsq044,rsq045,rsq046,rsq047,rsq048,rsq049,rsq050,rsq051,rsq052,rsq053,rsq054,rsq055,rsq056,rsq057,rsq058,rsq059,rsq060,rsq061,rsq062,rsq063,rsq064,rsq065,rsq066,rsq067,rsq068,rsq069,rsq070,rsq071,rsq072,rsq073,rsq074,rsq075,rsq076,rsq077,rsq078,rsq079,rsq080,rsq081,rsq082,rsq083,rsq084,rsq085,rsq086,rsq087,rsq088,rsq089
sit_3544,I was around a friends house with 1 other friend having dinner,6.0,4.0,4.0,4.0,5.0,4.0,7.0,5.0,4.0,6.0,6.0,7.0,5.0,5.0,6.0,4.0,4.0,7.0,6.0,5.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,7.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,6.0,2.0,7.0,3.0,7.0,7.0,5.0,8.0,8.0,7.0,5.0,7.0,8.0,9.0,5.0,8.0,3.0,4.0,4.0,8.0,5.0,5.0,4.0,5.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,7.0,5.0,9.0,9.0,2.0,5.0,8.0,5.0,7.0
sit_3545,I was working.  I was in the shop I work at.  I was with one of my co-workers.,6.0,5.0,9.0,5.0,5.0,9.0,6.0,8.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,6.0,4.0,4.0,7.0,4.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,2.0,7.0,5.0,4.0,4.0,3.0,3.0,6.0,7.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,8.0,1.0,7.0,8.0,3.0,5.0,7.0,9.0,5.0,5.0,7.0,1.0,3.0,7.0,6.0,8.0,3.0,5.0,8.0,4.0,2.0,2.0,2.0,1.0,7.0,6.0,2.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,4.0,8.0,7.0,5.0,6.0,6.0,6.0
sit_3546,"I was having the Etna pizza in Pizza Express at the top of Victoria Street. I was with my drop-thought gorgeous girlfriend. That pizza was too spicy, don't get it.",8.0,4.0,5.0,7.0,5.0,4.0,6.0,8.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,6.0,5.0,4.0,3.0,7.0,4.0,5.0,5.0,4.0,4.0,8.0,6.0,2.0,7.0,7.0,3.0,4.0,7.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0,3.0,5.0,4.0,7.0,2.0,1.0,7.0,2.0,9.0,6.0,6.0,3.0,8.0,6.0,6.0,6.0,8.0,3.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,3.0,7.0,4.0,1.0,9.0,8.0,4.0,7.0,9.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0
sit_3547,"I was booking a holiday to Amsterdam in the flat with my flatmate, Denvir. We debated whether it was cheaper to leave from Newcastle or Edinburgh airport, taking into account train prices and such.",6.0,6.0,8.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,6.0,4.0,4.0,6.0,2.0,4.0,4.0,7.0,3.0,4.0,3.0,8.0,3.0,9.0,7.0,3.0,3.0,7.0,3.0,5.0,2.0,3.0,5.0,7.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,7.0,8.0,4.0,5.0,6.0,4.0,7.0,9.0,5.0,6.0,4.0,5.0,5.0,6.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,7.0,6.0,8.0,3.0,1.0,5.0,1.0,5.0,4.0,7.0,6.0,5.0,5.0,4.0,4.0,7.0,3.0,5.0,6.0,4.0,5.0,9.0,1.0,4.0
sit_3548,I was making dinner with my flatemate in the kitchen,7.0,5.0,8.0,5.0,7.0,8.0,7.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,7.0,6.0,4.0,3.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,8.0,4.0,3.0,2.0,3.0,7.0,8.0,3.0,4.0,7.0,8.0,7.0,3.0,9.0,5.0,6.0,7.0,8.0,3.0,6.0,3.0,3.0,6.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,9.0,2.0,7.0,2.0,2.0,7.0,5.0,3.0,4.0,3.0,4.0,9.0,6.0,6.0
sit_3549,I was eating dinner in a pub with 3 friends. ,6.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,7.0,4.0,4.0,5.0,4.0,7.0,4.0,5.0,3.0,6.0,5.0,6.0,5.0,7.0,4.0,6.0,7.0,3.0,4.0,6.0,3.0,5.0,7.0,3.0,4.0,4.0,3.0,6.0,7.0,3.0,3.0,4.0,7.0,8.0,4.0,3.0,4.0,5.0,8.0,7.0,6.0,4.0,9.0,9.0,8.0,4.0,9.0,2.0,6.0,5.0,6.0,7.0,7.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,8.0,2.0,3.0,7.0,8.0,6.0,2.0,5.0,5.0,1.0,6.0,8.0,1.0,3.0,5.0,5.0,5.0
sit_3550,I was sitting in our dining room with 3 of my flatmates (we are 5 in all). We we listening to music and talking. I was trying to go over some lectures for my next exam.,9.0,5.0,6.0,3.0,6.0,6.0,9.0,8.0,7.0,4.0,6.0,7.0,6.0,2.0,4.0,5.0,3.0,7.0,5.0,5.0,4.0,6.0,2.0,6.0,5.0,3.0,6.0,7.0,4.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,1.0,2.0,4.0,5.0,7.0,2.0,4.0,5.0,3.0,7.0,5.0,3.0,6.0,3.0,3.0,5.0,8.0,6.0,6.0,8.0,8.0,6.0,4.0,2.0,4.0,4.0,8.0,5.0,7.0,3.0,5.0,5.0,5.0,1.0,4.0,2.0,9.0,1.0,7.0,8.0,5.0,4.0,5.0,7.0,5.0,3.0,3.0,7.0,4.0,4.0,5.0,4.0,7.0
sit_3551,I was eating roast chicken with my 3 siblings and parents at home,7.0,5.0,6.0,6.0,5.0,6.0,7.0,4.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,3.0,5.0,6.0,4.0,7.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,7.0,3.0,4.0,6.0,6.0,7.0,7.0,4.0,3.0,4.0,5.0,8.0,6.0,1.0,3.0,3.0,8.0,8.0,3.0,4.0,8.0,8.0,6.0,3.0,9.0,7.0,2.0,5.0,6.0,9.0,5.0,2.0,5.0,6.0,3.0,5.0,5.0,5.0,9.0,1.0,5.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,7.0,8.0,3.0,7.0,6.0,6.0
sit_3552,I was getting ready at home to meet up with my friends for dinner at 7:30pm.,6.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,7.0,4.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,3.0,3.0,3.0,3.0,8.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,8.0,7.0,1.0,9.0,3.0,5.0,5.0,1.0,7.0,1.0,2.0,2.0,3.0,2.0,2.0,7.0,9.0
sit_3553,I was out for drinks with my family and boyfriend in Edinburgh ,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,5.0,5.0,4.0,4.0,9.0,5.0,5.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,7.0,7.0,4.0,4.0,4.0,2.0,4.0,6.0,4.0,1.0,3.0,5.0,6.0,3.0,5.0,5.0,2.0,8.0,6.0,6.0,5.0,7.0,8.0,9.0,5.0,7.0,4.0,4.0,3.0,4.0,7.0,8.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,8.0,7.0,3.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,9.0,8.0,1.0,7.0,5.0,6.0
sit_3554,I was revising in my room with a friend.,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,2.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,7.0,7.0,9.0,7.0,4.0,9.0,6.0,5.0,4.0,3.0,4.0,4.0,8.0,3.0,4.0,7.0,8.0,7.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,8.0,3.0,3.0,3.0,1.0,8.0,2.0,6.0,9.0,2.0,1.0,8.0,3.0,6.0
sit_3555,"I was in the library going through the last couple of slides before the test. There were people sitting around me, but I didn't know any of them, and we didn't interact.",6.0,6.0,7.0,6.0,6.0,6.0,2.0,3.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,6.0,7.0,7.0,4.0,4.0,9.0,9.0,3.0,5.0,4.0,3.0,3.0,2.0,8.0,5.0,7.0,7.0,4.0,7.0,8.0,8.0,3.0,3.0,4.0,1.0,8.0,6.0,8.0,9.0,2.0,7.0,2.0,1.0,3.0,2.0,4.0,3.0,7.0,2.0,3.0,3.0,4.0
sit_3556,"I was making food for my dinner.  I was in the kitchen on my own.  I was making fajitas from a ready made packet.  I put the chicken/vegetable mix in the over for 20 minutes, took it out and stirred, then grated cheese to have on the fajitas.",5.0,7.0,9.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,3.0,9.0,3.0,3.0,8.0,9.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,5.0,5.0,1.0,1.0,4.0,1.0,8.0,8.0,8.0,8.0,7.0
sit_3557,I was playing FIFA with two of my flatmates in my living room.,6.0,5.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,7.0,4.0,6.0,5.0,6.0,5.0,7.0,9.0,8.0,4.0,7.0,4.0,4.0,5.0,7.0,8.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,7.0,6.0,4.0,4.0,3.0,3.0,7.0,5.0,3.0,6.0,4.0,8.0,8.0,6.0,6.0,3.0,3.0,3.0,7.0,3.0,8.0,6.0,5.0,6.0,9.0,3.0,6.0,2.0,2.0,1.0,8.0,9.0,3.0,3.0,2.0,7.0,2.0,2.0,3.0,2.0,1.0,4.0,7.0,6.0,1.0
sit_3558,I was having dinner with two friends at my university halls,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0,5.0,7.0,7.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,7.0,4.0,4.0,3.0,3.0,8.0,3.0,5.0,3.0,8.0,8.0,8.0,4.0,8.0,3.0,4.0,4.0,8.0,7.0,4.0,4.0,4.0,6.0,6.0,2.0,4.0,2.0,2.0,2.0,6.0,9.0,9.0,6.0,1.0,1.0,7.0,2.0,7.0,9.0,1.0,2.0,6.0,4.0,6.0
sit_3559,"I went to eat at a pub with my boyfriend. We are leaving from the UK to spend Christmas in Finland in two days so we didn't want to buy more food to our fridge. We went to a pub close by, it was quite busy.",7.0,4.0,4.0,6.0,6.0,5.0,7.0,8.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,8.0,3.0,4.0,5.0,6.0,3.0,5.0,3.0,3.0,2.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,7.0,5.0,4.0,4.0,3.0,7.0,6.0,4.0,4.0,3.0,2.0,6.0,5.0,3.0,5.0,6.0,7.0,5.0,5.0,3.0,8.0,9.0,6.0,7.0,8.0,6.0,4.0,4.0,7.0,6.0,4.0,5.0,5.0,5.0,3.0,7.0,2.0,1.0,7.0,8.0,3.0,9.0,8.0,9.0,2.0,6.0,5.0,1.0,7.0,7.0,2.0,2.0,1.0,3.0,6.0
sit_3560,"At 7pm i was sat in the pub drinking a pint of fosters with my younger brother and his flatmate, plus two old high school friends of mine. The pub was Tickety-Boos, situated on the Seagate in Dundee city centre, i was sat upstairs at a table.",8.0,5.0,2.0,6.0,5.0,6.0,5.0,9.0,4.0,3.0,3.0,5.0,6.0,5.0,4.0,6.0,1.0,9.0,5.0,3.0,3.0,7.0,5.0,4.0,5.0,6.0,2.0,8.0,4.0,3.0,3.0,5.0,5.0,6.0,7.0,2.0,4.0,6.0,3.0,5.0,7.0,3.0,4.0,4.0,4.0,6.0,4.0,3.0,6.0,4.0,7.0,5.0,6.0,1.0,7.0,8.0,8.0,5.0,5.0,2.0,5.0,4.0,9.0,8.0,6.0,7.0,7.0,1.0,7.0,3.0,6.0,4.0,5.0,4.0,5.0,4.0,8.0,3.0,4.0,6.0,5.0,2.0,6.0,7.0,2.0,7.0,5.0,6.0,7.0
sit_3561,At 7pm yesterday I was on the train on my way to the pub. I was alone at the time.,6.0,5.0,5.0,5.0,6.0,6.0,8.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,9.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,7.0,8.0,7.0,5.0,7.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,7.0,7.0,5.0,9.0,4.0,4.0,8.0,4.0,4.0,4.0,7.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,8.0,3.0,7.0,5.0,3.0,7.0,6.0,2.0,3.0,8.0,6.0,3.0,9.0,3.0,7.0,2.0,2.0,2.0,3.0,1.0,4.0,8.0,1.0,2.0,1.0,2.0
sit_3562,I was looking for clothes at the shopping center with my mum.,7.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,4.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,3.0,8.0,3.0,8.0,7.0,7.0,5.0,5.0,3.0,4.0,8.0,6.0,6.0,5.0,6.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,6.0,2.0,2.0,5.0,2.0,7.0,6.0,4.0,7.0,8.0,7.0,4.0,9.0,8.0,6.0,8.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,3.0,5.0,1.0,3.0,2.0,4.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,5.0,6.0,6.0,4.0,7.0,9.0,9.0
sit_3563,I was getting changing trains in London by myself,6.0,5.0,5.0,3.0,5.0,5.0,7.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,4.0,1.0,7.0,3.0,4.0,4.0,5.0,7.0,5.0,2.0,5.0,6.0,6.0,4.0,6.0,5.0,3.0,3.0,3.0,1.0,8.0,3.0,2.0,6.0,6.0,3.0,7.0,6.0,2.0,5.0,7.0,6.0,6.0,4.0,8.0,3.0,1.0,9.0,5.0,7.0,2.0,8.0,7.0,6.0,8.0,5.0,5.0,3.0,2.0,5.0,2.0,9.0,6.0,4.0,7.0,6.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,3.0,9.0,4.0,5.0
sit_3564,I was having dinner with my family. I was at my parents house with my parents and siblings.,1.0,9.0,3.0,8.0,8.0,3.0,5.0,5.0,6.0,2.0,6.0,9.0,5.0,4.0,3.0,7.0,7.0,3.0,3.0,4.0,4.0,1.0,6.0,4.0,5.0,8.0,7.0,4.0,2.0,8.0,9.0,8.0,8.0,6.0,4.0,5.0,6.0,5.0,6.0,7.0,3.0,2.0,6.0,7.0,3.0,3.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0,3.0,6.0,7.0,5.0,6.0,2.0,4.0,5.0,6.0,1.0,5.0,2.0,5.0,7.0,6.0,5.0,3.0,6.0,7.0,5.0,7.0,7.0,6.0,2.0,5.0
sit_3565,I was going out to dinner at a restaurant with my parents and some family friends.,9.0,4.0,5.0,4.0,4.0,5.0,5.0,9.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,3.0,3.0,7.0,4.0,3.0,6.0,6.0,3.0,5.0,5.0,7.0,3.0,4.0,7.0,3.0,5.0,7.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,6.0,6.0,1.0,2.0,6.0,4.0,6.0,5.0,2.0,4.0,3.0,8.0,6.0,4.0,5.0,7.0,8.0,7.0,4.0,7.0,5.0,6.0,5.0,8.0,8.0,4.0,2.0,6.0,7.0,2.0,1.0,6.0,1.0,9.0,5.0,2.0,8.0,5.0,6.0,2.0,5.0,7.0,5.0,3.0,8.0,4.0,7.0,6.0,7.0,3.0
sit_3566,"I was at an airport, waiting for my plane from the Orkney Islands where my family lives, to Edinburgh where I study at University. My mother was waiting with me. ",6.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,7.0,4.0,5.0,7.0,3.0,4.0,6.0,7.0,3.0,5.0,7.0,6.0,2.0,2.0,8.0,6.0,7.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,7.0,5.0,7.0,8.0,6.0,6.0,5.0,4.0,4.0,3.0,8.0,6.0,1.0,6.0,2.0,2.0,1.0,7.0,7.0,3.0,8.0,4.0,5.0,3.0,3.0,2.0,1.0,9.0,6.0,4.0,8.0,6.0,7.0,3.0,6.0,4.0,2.0,9.0,4.0,8.0,6.0,3.0,6.0,6.0
sit_3567,I was browsing internet at 7pm yesterday. I was alone in my office at the University.,5.0,5.0,7.0,4.0,4.0,5.0,5.0,3.0,4.0,6.0,6.0,8.0,9.0,3.0,3.0,2.0,2.0,5.0,7.0,3.0,4.0,4.0,2.0,7.0,8.0,6.0,4.0,7.0,5.0,6.0,1.0,5.0,4.0,3.0,6.0,5.0,4.0,6.0,2.0,4.0,9.0,1.0,2.0,7.0,5.0,8.0,4.0,6.0,8.0,6.0,4.0,5.0,9.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0,7.0,7.0,6.0,6.0,7.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,8.0,7.0,4.0,3.0,3.0,6.0,2.0,4.0,8.0,3.0,5.0,6.0,5.0,1.0
sit_3568,I was eating dinner with my mom and sister in our living room. We were also watching TV. ,8.0,6.0,7.0,5.0,4.0,5.0,9.0,8.0,6.0,3.0,7.0,7.0,6.0,7.0,2.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,3.0,3.0,7.0,3.0,8.0,3.0,6.0,3.0,8.0,9.0,4.0,4.0,9.0,5.0,4.0,3.0,8.0,6.0,8.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,7.0,5.0,5.0,5.0,2.0,6.0,2.0,6.0,6.0,7.0,4.0,2.0,2.0,4.0
sit_3569,I was sitting in the living room of my flat watching Still Game on DVD with my flatmate and my sister,8.0,3.0,4.0,4.0,4.0,6.0,8.0,7.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,9.0,6.0,3.0,5.0,7.0,5.0,3.0,3.0,3.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,7.0,8.0,5.0,3.0,3.0,2.0,5.0,6.0,2.0,5.0,4.0,2.0,8.0,4.0,1.0,6.0,6.0,8.0,5.0,5.0,2.0,7.0,7.0,9.0,5.0,9.0,1.0,5.0,6.0,8.0,7.0,6.0,3.0,6.0,5.0,5.0,6.0,2.0,5.0,7.0,5.0,7.0,6.0,6.0,7.0,5.0,5.0,5.0,2.0,7.0,7.0,1.0,3.0,6.0,6.0,5.0
sit_3570,Eating curry in my kitchen with my older brother,7.0,4.0,6.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,8.0,4.0,1.0,5.0,4.0,6.0,6.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,6.0,2.0,5.0,2.0,2.0,6.0,7.0,3.0,2.0,6.0,2.0,6.0,5.0,5.0,6.0,5.0,8.0,6.0,7.0,5.0,8.0,8.0,9.0,5.0,9.0,9.0,5.0,5.0,6.0,8.0,7.0,3.0,1.0,7.0,3.0,5.0,5.0,1.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,5.0,7.0,4.0,6.0,8.0,7.0,4.0,5.0,7.0,5.0
sit_3571,I was watching Mastermind with my Dad in the living room.,6.0,4.0,7.0,6.0,5.0,7.0,6.0,6.0,7.0,4.0,4.0,4.0,9.0,4.0,4.0,5.0,6.0,8.0,5.0,8.0,2.0,5.0,4.0,6.0,5.0,3.0,8.0,6.0,5.0,7.0,1.0,7.0,6.0,7.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,6.0,3.0,5.0,6.0,5.0,5.0,3.0,4.0,7.0,5.0,8.0,4.0,3.0,8.0,7.0,3.0,2.0,5.0,2.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,8.0,1.0,5.0,5.0,9.0,1.0,5.0,9.0,4.0,6.0,4.0,3.0,7.0,2.0,3.0,7.0,5.0,5.0,3.0,4.0,6.0
sit_3572,I was at my friends house playing xbox with him and my other friend.,7.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,8.0,4.0,5.0,3.0,6.0,5.0,6.0,4.0,5.0,7.0,5.0,3.0,7.0,3.0,6.0,3.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,6.0,5.0,4.0,3.0,7.0,7.0,8.0,7.0,2.0,5.0,6.0,8.0,8.0,5.0,7.0,4.0,4.0,6.0,4.0,4.0,3.0,8.0,7.0,7.0,5.0,1.0,4.0,2.0,1.0,1.0,6.0,9.0,4.0,5.0,8.0,9.0,6.0,3.0,2.0,6.0,4.0,6.0,9.0,6.0,2.0
sit_3573,"I got into a serious verbal fight with my father, because I accused him of eating too much. He responded harshly, because he doesnâ€™t like to be criticized. Eating is a pleasure for him and I want him to have fun, but I am very worried for his health.",2.0,8.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,7.0,5.0,9.0,6.0,3.0,7.0,6.0,6.0,1.0,7.0,2.0,7.0,5.0,6.0,4.0,6.0,7.0,4.0,5.0,5.0,9.0,3.0,5.0,7.0,5.0,3.0,8.0,2.0,5.0,8.0,6.0,5.0,4.0,8.0,4.0,3.0,3.0,4.0,6.0,3.0,6.0,7.0,7.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0,6.0,9.0,3.0,6.0,4.0,5.0,4.0,7.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,6.0,1.0,6.0,5.0,8.0,5.0,7.0,7.0,8.0,4.0,4.0,6.0,6.0,2.0,5.0
sit_3574,"Eating dinner, rice with onion bhajis and vegetable somosas, in my living room at home sitting on the sofa, with my mother and father",8.0,7.0,5.0,7.0,4.0,5.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,7.0,4.0,2.0,5.0,1.0,5.0,5.0,6.0,4.0,6.0,4.0,3.0,4.0,7.0,4.0,7.0,8.0,6.0,6.0,4.0,3.0,2.0,7.0,3.0,3.0,5.0,3.0,6.0,4.0,4.0,7.0,3.0,6.0,6.0,5.0,3.0,9.0,8.0,5.0,4.0,9.0,6.0,4.0,2.0,7.0,6.0,6.0,4.0,6.0,5.0,2.0,5.0,1.0,1.0,8.0,5.0,3.0,8.0,6.0,6.0,2.0,3.0,3.0,2.0,5.0,9.0,7.0,7.0,5.0,5.0,3.0
sit_3575,"I was at a Chinese restaurant, with my parents, brother and boyfriend eating Chinese. ",8.0,3.0,3.0,7.0,4.0,3.0,5.0,8.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,1.0,1.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,4.0,3.0,6.0,7.0,6.0,4.0,4.0,2.0,7.0,5.0,7.0,3.0,7.0,7.0,7.0,2.0,9.0,3.0,4.0,5.0,7.0,5.0,3.0,4.0,5.0,9.0,5.0,6.0,4.0,2.0,7.0,9.0,8.0,8.0,8.0,6.0,6.0,6.0,3.0,6.0,7.0,7.0,8.0,5.0,5.0,6.0,6.0
sit_3576,I was at home in my lounge watching a movie with my brother,8.0,3.0,1.0,4.0,6.0,4.0,6.0,3.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,7.0,4.0,4.0,8.0,4.0,4.0,8.0,4.0,8.0,5.0,4.0,4.0,4.0,7.0,9.0,4.0,3.0,4.0,7.0,8.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,1.0,2.0,9.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,9.0,1.0,5.0,2.0,7.0
